dataset,audio_id,device,criterio,saturation_pct,rms,variance,snr_db
ICBHI,ICBHI_107_2b3_AR,AKGC417L,saturacion por encima del umbral,6.283333333333333,0.4280266621256834,0.18320681669936834,13.690490323112387
ICBHI,ICBHI_107_2b4_AR,AKGC417L,saturacion por encima del umbral,7.36859410430839,0.44927385132195374,0.20184698377483376,12.137687881398303
ICBHI,ICBHI_130_1p3_PL,AKGC417L,saturacion por encima del umbral,14.710884353741497,0.5571840668324555,0.3104515313798074,9.552915878891334
ICBHI,ICBHI_130_1p3_PR,AKGC417L,saturacion por encima del umbral,13.578231292517007,0.5576253178762577,0.3109451198015445,9.348139226366024
ICBHI,ICBHI_130_1p4_LR,AKGC417L,saturacion por encima del umbral,16.463378684807257,0.5918782467900541,0.3503194951331559,6.478585733167872
ICBHI,ICBHI_130_1p4_PL,AKGC417L,saturacion por encima del umbral,9.772448979591836,0.5158479595031921,0.2660970371884737,8.470997179877163
ICBHI,ICBHI_130_1p4_PR,AKGC417L,saturacion por encima del umbral,10.55748299319728,0.5280437485276127,0.2788288985174759,9.404953049520104
ICBHI,ICBHI_130_2p3_PL,AKGC417L,saturacion por encima del umbral; SNR por debajo del minimo,48.10419501133787,0.7966740668178015,0.6346593115657675,3.433866867411935
ICBHI,ICBHI_130_2p5_AL,AKGC417L,saturacion por encima del umbral,13.44671201814059,0.5322852147248704,0.2833257151699612,12.519468186163298
ICBHI,ICBHI_130_2p5_AR,AKGC417L,saturacion por encima del umbral,10.317120181405896,0.45697620565517394,0.2088217343597819,28.597966540558502
ICBHI,ICBHI_130_2p5_LR,AKGC417L,saturacion por encima del umbral,11.599433106575963,0.4652083577757331,0.21641322645504132,22.791137473533706
ICBHI,ICBHI_130_3p2_PR,AKGC417L,SNR por debajo del minimo,0.0,0.1610597832860564,0.025940251526997925,3.5866843609831105
ICBHI,ICBHI_130_3p4_PR,AKGC417L,SNR por debajo del minimo,0.0,0.17408474132413634,0.03030548468474405,4.72849262560411
ICBHI,ICBHI_133_2p2_AL,AKGC417L,saturacion por encima del umbral,5.1630385487528345,0.4567651851368624,0.20863268335828797,7.7933541844957634
ICBHI,ICBHI_133_2p3_AL,AKGC417L,saturacion por encima del umbral,6.458503401360544,0.4633860343756233,0.21472660083108144,9.469518011519613
ICBHI,ICBHI_133_2p4_AL,AKGC417L,saturacion por encima del umbral,7.474603174603175,0.48943625955761194,0.23954222988226467,8.299782339818824
ICBHI,ICBHI_138_1p2_PL,AKGC417L,saturacion por encima del umbral,9.007482993197279,0.49292430278120664,0.2429743020949716,8.681760659408205
ICBHI,ICBHI_138_1p3_AR,AKGC417L,saturacion por encima del umbral,15.245464852607709,0.5759223866915435,0.3316864491698206,7.751750555200589
ICBHI,ICBHI_138_1p3_PL,AKGC417L,saturacion por encima del umbral,6.891836734693878,0.45331308380152063,0.205491587565383,9.812860126975977
ICBHI,ICBHI_138_1p4_AR,AKGC417L,saturacion por encima del umbral,13.417573696145125,0.5318663861823058,0.28288135415290017,12.075452379631288
ICBHI,ICBHI_138_1p4_PL,AKGC417L,saturacion por encima del umbral,7.886848072562358,0.47400529783353024,0.22468100858854004,9.417864745947245
ICBHI,ICBHI_138_2p2_LL,AKGC417L,saturacion por encima del umbral,6.069954648526077,0.4223106642714172,0.17834629393971152,11.488594556835963
ICBHI,ICBHI_146_2b4_LL,AKGC417L,SNR por debajo del minimo,0.0,0.019997478194420118,0.0003998978687311347,2.5651661450049668
ICBHI,ICBHI_147_2b3_PL,AKGC417L,saturacion por encima del umbral,11.419274376417233,0.5505638673685764,0.3031198080545328,6.716925878019308
ICBHI,ICBHI_151_2p3_AL,AKGC417L,saturacion por encima del umbral,8.794897959183674,0.5071518321568704,0.2572022326623261,9.339234256417019
ICBHI,ICBHI_151_2p3_LL,AKGC417L,saturacion por encima del umbral,6.5980725623582765,0.39982244529139577,0.15985797023640616,15.351227648464821
ICBHI,ICBHI_151_2p4_LL,AKGC417L,saturacion por encima del umbral,9.251020408163265,0.44495421199745727,0.19798406761889048,15.598498943417422
ICBHI,ICBHI_151_2p4_TC,AKGC417L,saturacion por encima del umbral,5.649092970521542,0.42937442706492074,0.18436239376442856,10.55702586751016
ICBHI,ICBHI_154_4b4_LR,AKGC417L,saturacion por encima del umbral,5.3205215419501135,0.46471067024852214,0.21595391689102889,7.901696167037243
ICBHI,ICBHI_156_2b3_PL,AKGC417L,SNR por debajo del minimo,0.0,0.027368108172221278,0.0007490125836214204,3.4380326505992302
ICBHI,ICBHI_158_1p3_LL,AKGC417L,saturacion por encima del umbral,6.106122448979592,0.453360403833269,0.20553564601636104,8.238091137847828
ICBHI,ICBHI_160_1b2_TC,AKGC417L,saturacion por encima del umbral,7.397619047619048,0.41481564430793966,0.17207185889926152,15.773460246276327
ICBHI,ICBHI_160_1b3_TC,AKGC417L,saturacion por encima del umbral,6.399886621315193,0.43561879657230956,0.18976361854699939,11.285853997887909
ICBHI,ICBHI_160_1b4_TC,AKGC417L,saturacion por encima del umbral,7.938888888888889,0.46361757777220375,0.2149409476234868,12.840881344949544
ICBHI,ICBHI_162_2b4_AR,AKGC417L,saturacion por encima del umbral,8.043537414965986,0.4640641338037185,0.21535549578069477,15.022525289157207
ICBHI,ICBHI_162_2b4_PL,AKGC417L,saturacion por encima del umbral,7.92562358276644,0.49622456982092233,0.24623743588416014,9.441253878894768
ICBHI,ICBHI_163_2b2_PR,AKGC417L,SNR por debajo del minimo,0.0,0.13769923812750218,0.01896107020344997,2.826814173670437
ICBHI,ICBHI_163_8b3_LR,AKGC417L,SNR por debajo del minimo,0.0,0.0368539955144853,0.0013582169747860299,4.039150647162638
ICBHI,ICBHI_166_1p1_AL,Meditron,saturacion por encima del umbral,19.24174053182917,0.47954025132591294,0.22975045334608812,22.187371251887175
ICBHI,ICBHI_170_2b2_PL,AKGC417L,saturacion por encima del umbral,6.791609977324263,0.41204369474388364,0.16977972572676078,13.268794138873421
ICBHI,ICBHI_172_1b4_AR,AKGC417L,saturacion por encima del umbral,5.775283446712018,0.38386685071766724,0.14735316740081816,11.485014718416274
ICBHI,ICBHI_172_1b4_TC,AKGC417L,saturacion por encima del umbral,10.631972789115647,0.45700691310419816,0.2088546836957745,12.297838524714134
ICBHI,ICBHI_172_2b5_LR,AKGC417L,saturacion por encima del umbral,5.486054421768707,0.47369265389567977,0.2243845788969821,10.935587323298972
ICBHI,ICBHI_172_2b5_TC,AKGC417L,saturacion por encima del umbral,12.967120181405896,0.5482615196401411,0.30058905607685465,8.086292521382578
ICBHI,ICBHI_177_1b4_LR,AKGC417L,saturacion por encima del umbral,19.453968253968252,0.6248414857416287,0.3904232528842133,8.040396538305645
ICBHI,ICBHI_193_1b2_LL,AKGC417L,SNR por debajo del minimo,0.0,0.03855190101248419,0.001486249069252891,3.315649140620865
ICBHI,ICBHI_193_7b3_PR,AKGC417L,saturacion por encima del umbral,8.094331065759636,0.3832048454473324,0.14684292314108227,18.322087059288542
ICBHI,ICBHI_198_1b5_PL,AKGC417L,saturacion por encima del umbral,6.36609977324263,0.47588838760442664,0.2264672151118118,7.756735174583432
ICBHI,ICBHI_200_2p2_AR,AKGC417L,saturacion por encima del umbral; SNR por debajo del minimo,31.53798185941043,0.707572889113903,0.5006317995689261,4.960370060925998
ICBHI,ICBHI_200_2p4_AR,AKGC417L,saturacion por encima del umbral,15.559183673469388,0.5581363589588072,0.311512653665122,9.577362558483353
ICBHI,ICBHI_203_1p2_AL,AKGC417L,saturacion por encima del umbral,8.587528344671203,0.49387979853712205,0.24391686375668764,10.099691845065646
ICBHI,ICBHI_204_7p5_LR,AKGC417L,SNR por debajo del minimo,0.0,0.022072531500300554,0.0004871958764593301,4.633725263751083
ICBHI,ICBHI_207_3b2_AL,AKGC417L,saturacion por encima del umbral,6.83469387755102,0.4426835539697393,0.19596595116280016,10.347312893267837
ICBHI,ICBHI_211_1p2_PL,AKGC417L,saturacion por encima del umbral,17.009070294784582,0.6016032300189434,0.3619264457256157,5.237428042181085
ICBHI,ICBHI_213_1p3_PR,AKGC417L,saturacion por encima del umbral,20.78764172335601,0.6165842054396766,0.38017267732739307,8.984700394931536
ICBHI,ICBHI_213_1p5_PR,AKGC417L,saturacion por encima del umbral,5.026190476190476,0.42668916774598203,0.18206219530767123,13.118086114994794
